"Cusip","Cusip.A"
"513075AS","2747118a"
"513075AT","3a422132"
"513075AV","778a8039"
"513075AW","bcd6539c"
"513075AY","86dc32ec"
"513075AZ","484042"
"513075BB","de25da29"
"513075BC","1579098c"
"513075BE","c320ea91"
"513075BF","45b4983f"
"513075BH","7fbef94f"
"513075BJ","32765844"
"513075BL","e42fbb59"
"513272AA","67696b3e"
"513272AB","e1fd1990"
"514665AA","5a07c39d"
"514666AC","99406575"
"514666AE","4f198668"
"514666AF","c98df4c6"
"514666AH","f38795b6"
"514666AJ","be4f34bd"
"514666AL","6816d7a0"
"51508KAA","e78f342a"
"51508LAA","ed4a3d33"
"51508LAB","6bde4f9d"
"51508LAC","a0829c38"
"51508LAD","bd87ac80"
"51508LAF","f04f0d8b"
"51508LAJ","878dcdf0"
"51508LAK","4cd11e55"
"51508YAA","d911027c"
"51509BAA","efbb3b42"
"51509BAC","a2739a49"
"51509BAF","f2be0bfa"
"51509EAA","e57e325b"
"515860AA","cda0228a"
"515860AC","80688381"
"515861AA","10a2214"
"515861AC","4cc2831f"
"51648RAA","1472d851"
"516545AA","c7aae9d9"
"516545AC","8a6248d2"
"516545AD","9767786a"
"516806AA","e1373486"
"516806AB","67a34628"
"516806AC","acff958d"
"516806AD","b1faa535"
"516806AE","7aa67690"
"516807AA","2d9d3418"
"516807AB","ab0946b6"
"516807AD","7d50a5ab"
"516807AE","b60c760e"
"517289AA","5563cb3b"
"517289AC","18ab6a30"
"517834AA","5b11d0fe"
"517834AB","dd85a250"
"518613AA","f2133514"
"518613AB","748747ba"
"518613AC","bfdb941f"
"518613AD","a2dea4a7"
"518613AH","d51c64dc"
"518613AJ","98d4c5d7"
"52078PAC","6f83dd97"
"52078PAD","7286ed2f"
"52109FAA","acb694ca"
"52109FAC","e17e35c1"
"521295AB","c08a02a"
"521615AA","38afd0e6"
"521863AB","2fcf6b5"
"521863AD","d4a515a8"
"521865AA","42078d9c"
"521865AC","fcf2c97"
"521865AE","d996cf8a"
"521865AJ","28c07d5f"
"521865AK","e39caefa"
"521865AM","35c54de7"
"521865AP","8a8d5ca2"
"521865AQ","41d18f07"
"521865AR","c745fda9"
"521865AS","c192e0c"
"521865AT","111c1eb4"
"521865AU","da40cd11"
"521865AV","5cd4bfbf"
"521865AX","66dedecf"
"521893AA","5bd14bca"
"521893AB","dd453964"
"523768AF","6d604ab9"
"524671AA","bea80bd4"
"52471TAA","ba7bb7bf"
"52471TAB","3cefc511"
"52471TAC","f7b316b4"
"52471TAD","eab6260c"
"52471TAE","21eaf5a9"
"52490FAA","8d57a519"
"52536PAD","c2f83a85"
"52536PAE","9a4e920"
"52602EAA","89571877"
"52602EAC","c49fb97c"
"52602EAD","d99a89c4"
"526055AA","4166e42e"
"526055AD","11ab759d"
"526055AG","973f0733"
"526057AB","85d791fd"
"526057AE","98d2a145"
"526057AG","d51a004e"
"526057AK","a2d8c035"
"526057AR","86019366"
"526057AS","4d5d40c3"
"526057AU","9b04a3de"
"526057AW","d6cc02d5"
"526057AZ","6a52110b"
"526057BA","32abf9ce"
"526057BB","b43f8b60"
"526057BD","6266687d"
"526057BH","15a4a806"
"526057BJ","586c090d"
"526057BM","456939b5"
"526057BN","c3fd4b1b"
"526057BR","b7e989fb"
"526057BS","7cb55a5e"
"526057BT","61b06ae6"
"526057BU","aaecb943"
"526057BV","2c78cbed"
"526057BW","e7241848"
"526057BX","1672aa9d"
"526057BY","dd2e7938"
"526057BZ","5bba0b96"
"526057CA","94dcf27a"
"526057CB","124880d4"
"526057CC","d9145371"
"526057CD","c41163c9"
"526057CG","42851167"
"526057CH","b3d3a3b2"
"526057CJ","fe1b02b9"
"526057CK","3547d11c"
"526057CL","2842e1a4"
"526057CM","e31e3201"
"526057CQ","970af0e1"
"526057CR","119e824f"
"526057CS","dac251ea"
"526057CT","c7c76152"
"526057CU","c9bb2f7"
"526057CV","8a0fc059"
"527069AG","3893f179"
"527069AH","c9c543ac"
"527284AC","f430ad11"
"527288AH","c958489d"
"527288AL","52c90a8b"
"527288AS","a049bac5"
"527288AT","bd4c8a7d"
"527288AU","761059d8"
"527288BA","dfbf03c8"
"527288BC","9277a2c3"
"527288BD","8f72927b"
"527288BE","442e41de"
"527288BF","c2ba3370"
"527297AA","200c1fba"
"527298AA","f92c0d16"
"527298AB","7fb87fb8"
"527298AE","62bd4f00"
"527298AF","e4293dae"
"527298AG","2f75ee0b"
"527298AK","58b72e70"
"527298AL","45b21ec8"
"527298AM","8eeecd6d"
"527298AN","87abfc3"
"527298AP","31a6dc28"
"527298AQ","fafa0f8d"
"527298AR","7c6e7d23"
"527298AS","b732ae86"
"527298AT","aa379e3e"
"527298AU","616b4d9b"
"527298AV","e7ff3f35"
"527298AW","2ca3ec90"
"527298AX","ddf55e45"
"527298AY","16a98de0"
"527298BB","4e506525"
"527298BC","850cb680"
"527298BD","98098638"
"527298BE","5355559d"
"527298BF","d5c12733"
"527298BG","1e9df496"
"527298BH","efcb4643"
"527298BJ","a203e748"
"527298BK","695f34ed"
"527298BL","745a0455"
"527298BM","bf06d7f0"
"52729NAC","dedb340a"
"52729NAE","882d717"
"52729NAK","3288b667"
"52729NAN","624527d4"
"52729NAR","1651e534"
"52729NBG","74a26c81"
"52729NBH","85f4de54"
"52729NBS","ece52c0c"
"52729NBT","f1e01cb4"
"52729NBU","3abccf11"
"52729NBV","bc28bdbf"
"52729NBW","77746e1a"
"52729NBX","8622dccf"
"52730GAA","cf3d534f"
"52736RAE","13ed579c"
"52736RAF","95792532"
"52736RAK","29e736ec"
"52736RAM","ffbed5f1"
"52736RAN","792aa75f"
"52736RAP","40f6c4b4"
"52736RAQ","8baa1711"
"52736RAU","103b5507"
"52736RAV","96af27a9"
"52736RBA","b9940f17"
"52736RBB","3f007db9"
"52736RBC","f45cae1c"
"52736RBD","e9599ea4"
"52736RBE","22054d01"
"52736RBF","a4913faf"
"52736RBG","6fcdec0a"
"52736TAC","3dbbd06"
"527480AH","17a3236f"
"527483AA","be237544"
"529772AF","9741ab6"
"52989LAD","c4afb800"
"52989LAE","ff36ba5"
"52989LAF","8967190b"
"52989LAH","b36d787b"
"52989RAA","fd530aaa"
"530551AB","d681d512"
"530715AB","bd25ad9"
"530715AD","dd8bb9c4"
"530715AJ","e781d8b4"
"530718AA","16433da6"
"530718AC","5b8b9cad"
"530718AE","8dd27fb0"
"531359AA","4f60138e"
"531941AB","1a48fe1f"
"53218MAA","b22dd8f"
"53218MAB","8db6af21"
"53219JAC","5b5461de"
"53219LAJ","ba343991"
"53219LAK","7168ea34"
"53219LAL","6c6dda8c"
"53219LAM","a7310929"
"53219LAN","21a57b87"
"53219LAP","1879186c"
"53219LAQ","d325cbc9"
"53219LAR","55b1b967"
"53225CAA","4d093e9"
"532716AH","7caac79d"
"532716AK","fa3eb533"
"532716AL","e73b858b"
"532716AM","2c67562e"
"532716AN","aaf32480"
"532716AP","932f476b"
"532716AR","dee7e660"
"532716AS","15bb35c5"
"532716AT","8be057d"
"532716AU","c3e2d6d8"
"532768AC","678648a5"
"532768AF","374bd916"
"532776AC","65774ed4"
"532776AF","35badf67"
"532776AG","fee60cc2"
"532776AJ","42781f1c"
"532776AM","5f7d2fa4"
"532776AR","adfd9fea"
"532776AS","66a14c4f"
"532776AU","b0f8af52"
"532776AV","366cddfc"
"532776AX","c66bc8c"
"532776AZ","41ae1d87"
"53278TAA","65c887c8"
"535919AL","9e9b217"
"536020AA","f642cbec"
"536020AB","70d6b942"
"536022AA","b467cc91"
"536022AB","32f3be3f"
"536022AC","f9af6d9a"
"536022AD","e4aa5d22"
"536022AE","2ff68e87"
"536022AF","a962fc29"
"536022AG","623e2f8c"
"536022AH","93689d59"
"536022AJ","dea03c52"
"536022AK","15fceff7"
"536022AL","8f9df4f"
"536022AM","c3a50cea"
"53626YAB","e66b83e3"
"53626YAD","303260fe"
"53627NAA","1fadd3c"
"536797AC","d1c6e65a"
"537535AA","8e7ec54f"
"538034AC","7acd5b58"
"538034AF","2a00caeb"
"538034AG","e15c194e"
"538034AK","969ed935"
"538034AN","c6534886"
"539320AB","819f687"
"539320AC","c3452522"
"53956RAA","4cb102a4"
"53957MAA","fe513560"
"540211AC","d675a54d"
"540211AF","86b834fe"
"54021NAB","6859f5d4"
"540417AA","50cc7d86"
"540423AB","6b9f3d17"
"540423AC","a0c3eeb2"
"540423AD","bdc6de0a"
"54042DAF","569be788"
"54042DAM","3c5c174b"
"54042DAN","bac865e5"
"54042DAR","cedca705"
"54042DAU","d3d997bd"
"541509AD","2cbc5eba"
"54222RAA","a438261a"
"54222RAB","22ac54b4"
"542290AF","a9a62fb9"
"542290AH","93ac4ec9"
"542312AB","2408a3f4"
"54238XAA","4f14db72"
"54238XAC","2dc7a79"
"542671BU","108f3e67"
"542671CG","f8e69643"
"542671CK","8f245638"
"542671CL","92216680"
"542671CN","dfe9c78b"
"542671CQ","2d6977c5"
"542671CS","60a1d6ce"
"542671CT","7da4e676"
"542671CU","b6f835d3"
"542671CV","306c477d"
"542671CW","fb3094d8"
"542671CY","c13af5a8"
"54303RAA","76383da4"
"543213AA","407a653a"
"543213AB","c6ee1794"
"543218AA","1d10796c"
"54337BAA","bc58e680"
"543868AC","239b2567"
"543885AD","6d59db9c"
"546011AA","77fd1e38"
"546011AD","27308f8b"
"546347AA","1032e9f3"
"546347AB","96a69b5d"
"546347AC","5dfa48f8"
"546347AD","40ff7840"
"546347AE","8ba3abe5"
"546347AF","d37d94b"
"546347AG","c66b0aee"
"546347AH","373db83b"
"546347AJ","7af51930"
"546347AK","b1a9ca95"
"54910HAA","afa31f38"
"549271AA","93ea4349"
"549271AC","de22e242"
"549271AD","c327d2fa"
"549271AE","87b015f"
"549271AF","8eef73f1"
"549463AB","4d3e529e"
"549463AC","8662813b"
"549463AD","9b67b183"
"549463AE","503b6226"
"549845AB","bf9b9311"
"549866AA","9976ceda"
"550243AA","8aa0a1b"
"550372AA","124f5d7e"
"550372AB","94db2fd0"
"550436AA","293519f1"
"550490AB","fce0e846"
"550785AA","ced83bcc"
"550785AC","83109ac7"
"550785AE","554979da"
"55181WAA","c030ae1c"
"55181XAA","1910bcb0"
"552075AA","abd156a5"
"552075AB","2d45240b"
"552075AC","e619f7ae"
"552075AD","fb1cc716"
"552075AE","304014b3"
"552078AL","8c4a50aa"
"552078AM","4716830f"
"552078AN","c182f1a1"
"552078AQ","330241ef"
"552078AR","b5963341"
"552078AS","7ecae0e4"
"552078AT","63cfd05c"
"552078AU","a89303f9"
"552078AV","2e077157"
"552078AW","e55ba2f2"
"552078AX","140d1027"
"552078AY","df51c382"
"552078BA","13c59e9"
"552078BB","87a82b47"
"552081AC","bdea3685"
"552081AD","a0ef063d"
"552081AE","6bb3d598"
"552081AG","267b7493"
"552081AH","d72dc646"
"552081AK","51b9b4e8"
"552673AM","1762ef1e"
"552673AP","a82afe5b"
"552673AQ","63762dfe"
"552673AS","2ebe8cf5"
"552673AU","f8e76fe8"
"552673AV","7e731d46"
"552673AW","b52fcee3"
"552676AK","89db0267"
"552676AL","94de32df"
"552676AM","5f82e17a"
"552676AN","d91693d4"
"552676AP","e0caf03f"
"552676AQ","2b96239a"
"552676AR","ad025134"
"55267WAA","34018124"
"55267WAD","64cc1097"
"552691AA","ea47f38a"
"552691AC","a78f5281"
"552691AE","71d6b19c"
"552697AD","7ce56bbe"
"552697AE","b7b9b81b"
"552697AN","dd7e48d8"
"552697AQ","2ffef896"
"55269HAE","c2c93b27"
"552704AA","e1c6208b"
"552704AB","67525225"
"552704AC","ac0e8180"
"552704AD","b10bb138"
"552715AB","bc8346f8"
"552715AC","77df955d"
"55271LAA","8908beed"
"55272TAA","1fdba8b6"
"55272TAB","994fda18"
"552741AA","f4ca7fe3"
"552763AE","388120e"
"552763AH","bf1601d0"
"55277BAA","ef98d555"
"55277BAB","690ca7fb"
"55277VAA","1769ea84"
"552953AA","bf5d5c6e"
"552953AB","39c92ec0"
"552953AC","f295fd65"
"552953AD","ef90cddd"
"552953AE","24cc1e78"
"552953AF","a2586cd6"
"552953AG","6904bf73"
"552953AK","1ec67f08"
"552953AL","3c34fb0"
"552953AQ","bc8b5ef5"
"552953AR","3a1f2c5b"
"552953AT","ec46cf46"
"552953AV","a18e6e4d"
"552953AW","6ad2bde8"
"552953AX","9b840f3d"
"552953AY","50d8dc98"
"552953BB","821345d"
"552953BC","c37de7f8"
"552953BD","de78d740"
"552953BE","152404e5"
"552953BF","93b0764b"
"552953BG","58eca5ee"
"552953BH","a9ba173b"
"552953BJ","e472b630"
"552953BM","f9778688"
"552953BP","463f97cd"
"552953BV","906674d0"
"552953BW","5b3aa775"
"552953BX","aa6c15a0"
"552953BY","6130c605"
"552953BZ","e7a4b4ab"
"552953CA","28c24d47"
"552953CB","ae563fe9"
"552953CC","650aec4c"
"552953CD","780fdcf4"
"552953CE","b3530f51"
"553010AA","51a5fe8b"
"55303MAA","4806524c"
"55303QAA","63127628"
"55303QAB","e5860486"
"55303QAC","2edad723"
"55303QAD","33dfe79b"
"55303WAA","a57d7faf"
"55303XAA","7c5d6d03"
"55303XAB","fac91fad"
"55303XAC","3195cc08"
"55303XAD","2c90fcb0"
"55303XAF","61585dbb"
"55305BAA","e23c396a"
"55305BAC","aff49861"
"55305BAD","b2f1a8d9"
"55305BAE","79ad7b7c"
"55305BAL","5ea22ab4"
"55305BAM","95fef911"
"55305BAN","136a8bbf"
"55305BAQ","e1ea3bf1"
"55306RAC","eac2958f"
"553090AC","a7b5fd98"
"55309DAA","c267c3f9"
"553234AA","ffec08ca"
"553234AB","79787a64"
"553283AB","f1e8eda0"
"553322AA","c13a7e30"
"553331AA","58ce6d90"
"55336TAA","8a528600"
"55336TAC","c79a270b"
"55342UAA","f9c8cceb"
"55342UAC","b4006de0"
"55342UAD","a9055d58"
"55342UAE","62598efd"
"55342UAF","e4cdfc53"
"55342UAG","2f912ff6"
"55342UAH","dec79d23"
"55345RAA","976ca83b"
"55345RAC","daa40930"
"55354GAA","5b8ee809"
"55354GAB","dd1a9aa7"
"55354GAD","b4379ba"
"553758AC","70b80e40"
"55375TAA","ba341abf"
"55375TAB","3ca06811"
"55375UAA","769e1a21"
"55375UAB","f00a688f"
"553769AA","c8579310"
"553769AC","859f321b"
"553769AD","989a02a3"
"553769AF","d552a3a8"
"553769AG","1e0e700d"
"553769AH","ef58c2d8"
"553769AJ","a29063d3"
"553769AL","74c980ce"
"55376WAC","40fe8092"
"55377WAA","1a4d35da"
"553784AA","9b905d53"
"55378VAA","95efa95"
"553843AA","866afcd3"
"554067AA","163a8fd8"
"554067AB","90aefd76"
"554068AA","cf1a9d74"
"554068AB","498eefda"
"554153AA","443fd6d9"
"554153AC","9f777d2"
"554273AB","76a37f2"
"554273AC","cc36e457"
"55448QAQ","c2415f97"
"55448QAS","8f89fe9c"
"554783AK","19f562af"
"55616XAA","a85fef30"
"55616XAB","2ecb9d9e"
"55616XAC","e5974e3b"
"55616XAD","f8927e83"
"55616XAE","33cead26"
"558212AB","b2c0dc21"
"559079AA","df5fc4ae"
"559079AD","8f92551d"
"559079AE","44ce86b8"
"559079AH","f8509566"
"559079AK","7ec4e7c8"
"55932RAC","beb62704"
"55932RAD","a3b317bc"
"55932RAE","68efc419"
"55932RAF","ee7bb6b7"
"55932RAG","25276512"
"55932RAH","d471d7c7"
"559417AA","b0240f6c"
"559424AE","9cb7765c"
"559665AA","9295b5e5"
"55972FAA","26419a4"
"55972FAB","84f06b0a"
"55972FAD","52a98817"
"55973BAA","9155031d"
"55973BAB","17c171b3"
"55973BAC","dc9da216"
"56032EAB","f4720e6"
"56032EAC","c41bf343"
"56032EAD","d91ec3fb"
"56032EAE","1242105e"
"560736AA","b59c7002"
"560736AC","f854d109"
"56075NAC","f4fb22a6"
"56075RAC","dfef06c2"
"56075RAD","c2ea367a"
"56075RAF","8f229771"
"56075TAA","5448ae4e"
"56075TAC","19800f45"
"56113EAC","161be8fd"
"561226AA","854070c5"
"561226AB","3d4026b"
"561233AA","dadb6ae2"
"561233AB","5c4f184c"
"561233AC","9713cbe9"
"561233AD","8a16fb51"
"561234AA","d01e63fb"
"561234AB","568a1155"
"561234AD","80d3f248"
"561234AE","4b8f21ed"
"561338AC","25bbbc81"
"562567AB","e9ac2e81"
"562567AD","3ff5cd9c"
"562567AF","723d6c97"
"562567AL","d3a64ff1"
"562567AM","18fa9c54"
"562567AN","9e6eeefa"
"562567AP","a7b28d11"
"562670AA","99b1fa76"
"563568AA","77969143"
"563568AB","f102e3ed"
"563571AC","326a3f20"
"563571AE","e433dc3d"
"563571AF","62a7ae93"
"563571AG","a9fb7d36"
"563571AH","58adcfe3"
"563571AJ","15656ee8"
"563571AK","de39bd4d"
"564054AE","4d372418"
"564055AF","7095628"
"564563AA","3c79896"
"564563AB","8553ea38"
"565097AF","62967d81"
"565097AG","a9caae24"
"565845AC","92e64cec"
"566306AA","6d4f26fe"
"566306AB","ebdb5450"
"566306AC","208787f5"
"566306AD","3d82b74d"
"566329AA","9a991cd4"
"566329AD","ca548d67"
"56632WAA","5ff8ae5d"
"56656PAA","5cf860f"
"56656PAB","835bf4a1"
"56656UAA","4d2f886b"
"56808RAA","3b77baa2"
"56808RAB","bde3c80c"
"56808RAC","76bf1ba9"
"56808RAD","6bba2b11"
"568459AA","4e524162"
"568459AB","c8c633cc"
"56845JAC","2145761a"
"56845TAC","48745503"
"56845TAD","557165bb"
"56845TAE","9e2db61e"
"56845TAF","18b9c4b0"
"56845TAG","d3e51715"
"56845XAD","2de70f4"
"570254AA","f92f89de"
"570254AB","7fbbfb70"
"570362AB","6f9ba50c"
"570387AG","bf74e149"
"570387AK","c8b62132"
"570387AQ","6afb00cf"
"570506AA","1341d095"
"570506AC","5e89719e"
"570506AD","438c4126"
"570506AE","88d09283"
"570506AF","e44e02d"
"570506AH","344e815d"
"570506AJ","79862056"
"570506AL","afdfc34b"
"570506AM","648310ee"
"570506AN","e2176240"
"570506AP","dbcb01ab"
"570506AQ","1097d20e"
"570506AR","9603a0a0"
"570506AS","5d5f7305"
"570506AT","405a43bd"
"57143VAA","d46bf815"
"57143VAC","99a3591e"
"57161AAA","8816389c"
"57161AAC","c5de9997"
"57164PAC","3f58ed6d"
"571783AD","75cfe2a7"
"573334AA","fc15fd6b"
"573334AB","7a818fc5"
"573334AC","b1dd5c60"
"573334AD","acd86cd8"
"573334AE","6784bf7d"
"57383QAC","d1360948"
"573845AA","ac3e6bcb"
"574599AN","274db535"
"574599AR","535977d5"
"574599AT","850094c8"
"574599AX","f2c254b3"
"574599AY","399e8716"
"574599BC","aa3bbc76"
"574599BD","b73e8cce"
"574599BF","faf62dc5"
"574599BG","31aafe60"
"574599BH","c0fc4cb5"
"574599BJ","8d34edbe"
"574599BK","46683e1b"
"574599BL","5b6d0ea3"
"574754AC","e2179013"
"574754AE","344e730e"
"575384AF","8bf0994d"
"575385AA","5a5fa96b"
"575385AB","dccbdbc5"
"576203AC","1c00aec0"
"576203AD","1059e78"
"576203AG","8791ecd6"
"576203AH","76c75e03"
"576323AD","c031ddc0"
"576323AE","b6d0e65"
"576323AF","8df97ccb"
"576323AN","61aafea6"
"57632PAC","83504a20"
"576442AA","cd902e1e"
"576442AD","9d5dbfad"
"576485AA","2161d413"
"576485AB","a7f5a6bd"
"576485AD","71ac45a0"
"57665RAA","ef54adb"
"57665RAB","88613875"
"57665RAD","5e38db68"
"57665RAF","13f07a63"
"57665RAG","d8aca9c6"
"576817AB","534ff715"
"57701RAA","9f89b450"
"57701RAD","cf4425e3"
"57701RAH","b886e598"
"577081AT","3e55367b"
"577081AU","f509e5de"
"577081AW","b8c144d5"
"577081AY","82cb25a5"
"577081AZ","45f570b"
"577081BA","5ca6bfce"
"577081BB","da32cd60"
"577088AA","7201be78"
"577128AA","8ed5fd8"
"57722MAB","81fe0981"
"57772JAB","6d12cbdc"
"577730AG","1734c374"
"577730AH","e66271a1"
"577730AK","60f6030f"
"577730AL","7df333b7"
"57773AAG","77ce527a"
"57773AAJ","cb5041a4"
"577743AA","2b834a43"
"577769AC","d97ddf06"
"577771AE","cbba33ed"
"577771AF","4d2e4143"
"577778AP","87eebbee"
"577778AX","6bbd3983"
"577778BB","f81802e3"
"577778BD","2e41e1fe"
"577778BE","e51d325b"
"577778BF","638940f5"
"577778BH","59832185"
"577778BN","8fdac298"
"577778BQ","7d5a72d6"
"577778BS","3092d3dd"
"577778CB","5e6f0957"
"577778CE","436a39ef"
"578450AB","4c2c6488"
"578450AC","8770b72d"
"57859HBT","de088d9c"
"57859HBU","15545e39"
"57859HBV","93c02c97"
"579472AE","fc74a40b"
"579489AC","a8fe9491"
"579489AE","7ea7778c"
"579489AF","f8330522"
"579489AG","336fd687"
"579489AH","c2396452"
"580033AL","4a0fa5df"
"580037AB","f44fca55"
"58003XAA","7b100aec"
"580043AA","92f0dbc8"
"580638AA","a6e5da10"
"580638AB","2071a8be"
"580638AC","eb2d7b1b"
"581241AA","15aed348"
"581241AB","933aa1e6"
"582266AC","e5b735dd"
"582266AF","b57aa46e"
"582266AJ","c2b86415"
"582266AL","14e18708"
"582266AP","60f545e8"
"582266AR","2d3de4e3"
"582266AS","e6613746"
"582266AT","fb6407fe"
"582268AA","bdf586e4"
"582411AF","d6c0b0f9"
"58282PAA","f435fc2f"
"58282PAF","e930cc97"
"58282PAH","d33aade7"
"58282PAJ","9ef20cec"
"582848AA","84213eab"
"583491AA","b193fd99"
"583491AB","37078f37"
"583491AC","fc5b5c92"
"584028AC","41916c9d"
"584045AA","e446a1cd"
"584045AC","a98e00c6"
"58404UAA","34ad0176"
"58404UAB","b23973d8"
"584105AA","56689bff"
"584105AB","d0fce951"
"584404AA","7ceb5025"
"584404AB","fa7f228b"
"584404AC","3123f12e"
"58441LAA","1425ce43"
"58445MAC","c8ab3eda"
"58445MAE","1ef2ddc7"
"58445MAJ","efa46f12"
"58445MAK","24f8bcb7"
"58445MAM","f2a15faa"
"58445MAN","74352d04"
"58445MAP","4de94eef"
"58446MAA","bceea314"
"58446MAC","f126021f"
"58446MAD","ec2332a7"
"58446MAE","277fe102"
"58446VAB","1babfcc7"
"58446VAC","d0f72f62"
"58446VAE","6aecc7f"
"58446VAF","803abed1"
"58446VAG","4b666d74"
"58446VAK","3ca4ad0f"
"58446VAL","21a19db7"
"58455RAA","cf3ad768"
"58455RAB","49aea5c6"
"584705AA","5b76ebb8"
"58470TAA","47374b9d"
"58501TAD","23d30ad4"
"58501TAF","6e1babdf"
"58501TAJ","19d96ba4"
"58502BAA","f0479f0e"
"58502BAC","bd8f3e05"
"58503XAA","a47a6ae"
"58503XAB","8cd3d400"
"58505DAA","5249fb40"
"58505DAD","2846af3"
"585199AA","6ceae72b"
"586002AC","a6cbe112"
"586049AA","eb850d43"
"586049AB","6d117fed"
"586049AC","a64dac48"
"586049AD","bb489cf0"
"586049AE","70144f55"
"586053AA","6d3e05c8"
"58605QAA","fff0a20e"
"58605QAB","7964d0a0"
"587118AD","13396ddf"
"587118AE","d865be7a"
"587533AE","a2122ad0"
"588056AH","50a77162"
"588056AL","cb363374"
"588056AM","6ae0d1"
"588056AN","86fe927f"
"588056AP","bf22f194"
"588056AQ","747e2231"
"588056AR","f2ea509f"
"588056AS","39b6833a"
"588056AU","efef6027"
"588056AV","697b1289"
"588056AW","a227c12c"
"589433AA","843728fe"
"589499AA","80d9bea8"
"589499AB","64dcc06"
"589849AA","6baab971"
"58984NAA","cd3f21f8"
"58984NAB","4bab5356"
"58984NAC","80f780f3"
"58984SAA","2a810502"
"58984WAA","aecb0bf8"
"58984WAB","285f7956"
"58984YAD","eb8c8879"
"58984YAF","a6442972"
"58985CAA","4141206a"
"589867AB","d642f16b"
"59000GAA","7ca359c1"
"59001AAB","2b2336ab"
"59001AAG","7beea718"
"59001AAH","8ab815cd"
"59001AAJ","c770b4c6"
"59001AAK","c2c6763"
"59001AAL","112957db"
"59001AAM","da75847e"
"59001AAN","5ce1f6d0"
"59001AAP","653d953b"
"59001AAQ","ae61469e"
"59001AAS","e3a9e795"
"59001AAT","feacd72d"
"59001AAU","35f00488"
"59001AAW","7838a583"
"59001AAY","4232c4f3"
"59001AAZ","c4a6b65d"
"59001ABA","9c5f5e98"
"59001KAB","bae32a63"
"59001KAD","6cbac97e"
"59010QAB","af2178fd"
"590653AA","1330f3a3"
"590653AB","95a4810d"
"591097AB","3b4ad364"
"591160AA","87600c3c"
"591160AB","1f47e92"
"591160AC","caa8ad37"
"591160AD","d7ad9d8f"
"591259AB","cc01e27f"
"59125QAA","499b2bdf"
"591261AD","f0302612"
"591324AC","17fb22fc"
"591324AG","8c6a60ea"
"591324AJ","30f47334"
"59151KAB","9d443ee7"
"59151KAC","5618ed42"
"59151KAE","80410e5f"
"59151KAF","6d57cf1"
"59151KAG","cd89af54"
"59159PAA","81d9c32c"
"591647AA","418f36da"
"591647AD","1142a769"
"591673AB","7adc764b"
"591673AC","b180a5ee"
"591689AD","e2fc464f"
"591689AE","29a095ea"
"59169YAE","ee302112"
"59169YAF","68a453bc"
"59169YAJ","1f6693c7"
"59169YAM","263a37f"
"591709AA","e62b1eda"
"591709AC","abe3bfd1"
"591709AD","b6e68f69"
"591709AG","3072fdc7"
"591709AJ","8cecee19"
"591709AK","47b03dbc"
"591709AL","5ab50d04"
"591709AM","91e9dea1"
"591709AP","2ea1cfe4"
"59170PAA","298fa54a"
"59170PAC","64470441"
"592685AA","7c7ca4b2"
"59284BAA","2214ff9c"
"592907AA","748a5a5a"
"592907AB","f21e28f4"
"592907AC","3942fb51"
"594064AA","9dbfc5ba"
"59406LAA","e20a4f9f"
"594073AA","8001d8e0"
"594073AB","695aa4e"
"594079AA","11c1c428"
"594079AB","9755b686"
"594079AC","5c096523"
"59407TAA","5a2f7142"
"594081AC","5055b147"
"594082AA","931217af"
"594087AF","c6f72973"
"594087AG","dabfad6"
"594087AJ","b135e908"
"594087AK","7a693aad"
"594087AM","ac30d9b0"
"594087AN","2aa4ab1e"
"594087AP","1378c8f5"
"594087AQ","d8241b50"
"594087AR","5eb069fe"
"594087AS","95ecba5b"
"594087AT","88e98ae3"
"59501TAG","3ee23415"
"59501TAL","5425c4d6"
"595112AZ","78ece752"
"595112BA","20150f97"
"595112BB","a6817d39"
"595112BC","6dddae9c"
"595112BD","70d89e24"
